that	x	x
'	v	x
particularly	r	d000.s059.t006
galling	a	d000.s059.t007
to	x	x
woman	n	d000.s059.t008
because	x	x
the	x	x
group	n	d000.s059.t009
be	v	x
the	x	x
sole	a	x
source	n	d000.s059.t010
of	x	x
ringer	n	d000.s059.t011
for	x	x
britain	n	d000.s059.t012
's	x	x
most	a	d000.s059.t013
prestigious	a	d000.s059.t014
church	n	d000.s059.t015
,	x	x
st.	n	x
paul	n	x
's	x	x
cathedral	n	x
and	x	x
westminster	n	x
abbey	n	x
.	x	x
<eos>	x	x
this	x	x
be	v	x
britain	n	d000.s060.t000
,	x	x
no	x	x
woman	n	d000.s060.t001
have	v	x
file	v	d000.s060.t002
a	x	x
equal_opportunity	n	d000.s060.t003
suit	n	d000.s060.t004
,	x	x
but	x	x
the	x	x
extent	n	d000.s060.t005
of	x	x
the	x	x
problem	n	d000.s060.t006
surface	v	d000.s060.t007
this	x	x
summer	n	d000.s060.t008
in	x	x
a	x	x
series	n	d000.s060.t009
of	x	x
letter	n	d000.s060.t010
to	x	x
``	x	x
the	x	x
ringing	n	x
world	n	x
,	x	x
``	x	x
a	x	x
weekly	a	d000.s060.t011
newspaper	n	d000.s060.t012
for	x	x
ringer	n	d000.s060.t013
.	x	x
<eos>	x	x
one	x	x
writer	n	d000.s061.t000
,	x	x
sign	v	d000.s061.t001
he	x	x
letter	n	d000.s061.t002
as	x	x
``	x	x
red-blooded	a	d000.s061.t003
,	x	x
balanced	a	d000.s061.t004
male	n	d000.s061.t005
,	x	x
``	x	x
remark	v	d000.s061.t006
on	x	x
the	x	x
``	x	x
frequency	n	d000.s061.t007
of	x	x
woman	n	d000.s061.t008
faint	v	d000.s061.t009
in	x	x
peal	n	x
,	x	x
``	x	x
and	x	x
suggest	v	d000.s061.t010
that	x	x
they	x	x
``	x	x
settle	v	d000.s061.t011
back	r	d000.s061.t012
into	x	x
they	x	x
traditional	a	d000.s061.t013
role	n	d000.s061.t014
of	x	x
make	v	d000.s061.t015
tea	n	d000.s061.t016
at	x	x
meeting	n	d000.s061.t017
.	x	x
``	x	x
<eos>	x	x
in	x	x
the	x	x
torrent	n	d000.s062.t000
of	x	x
reply	n	d000.s062.t001
that	x	x
follow	v	d000.s062.t002
,	x	x
one	x	x
woman	n	d000.s062.t003
ringer	n	d000.s062.t004
from	x	x
solihull	n	x
observe	v	d000.s062.t005
that	x	x
``	x	x
the	x	x
average	a	d000.s062.t006
male	a	d000.s062.t007
ringer	n	d000.s062.t008
leave	v	d000.s062.t009
quite	r	d000.s062.t010
a	x	x
lot	n	d000.s062.t011
to	x	x
be	v	x
desire	v	d000.s062.t012
:	x	x
badly	r	d000.s062.t013
dress	v	d000.s062.t014
,	x	x
decorate	v	d000.s062.t015
with	x	x
acne	n	d000.s062.t016
and	x	x
a	x	x
large	a	d000.s062.t017
beer-belly	n	x
,	x	x
frequently	r	d000.s062.t018
unwashed	a	d000.s062.t019
and	x	x
unbearably	r	d000.s062.t020
flatulent	a	d000.s062.t021
in	x	x
peal	n	x
.	x	x
``	x	x
<eos>	x	x
another	x	x
woman	n	d000.s063.t000
write	v	d000.s063.t001
from	x	x
sheffield	n	x
to	x	x
say	v	d000.s063.t002
that	x	x
in	x	x
she	x	x
60	x	x
year	n	d000.s063.t003
of	x	x
ringing	n	x
,	x	x
``	x	x
I	x	x
have	v	x
never	r	d000.s063.t004
know	v	d000.s063.t005
a	x	x
lady	n	d000.s063.t006
to	x	x
faint	v	d000.s063.t007
in	x	x
the	x	x
belfry	n	d000.s063.t008
.	x	x
<eos>	x	x
I	x	x
have	v	x
see	v	d000.s064.t000
one	x	x
or	x	x
two	x	x
man	n	d000.s064.t001
die	v	d000.s064.t002
,	x	x
bless	v	d000.s064.t003
they	x	x
.	x	x
<eos>	x	x
medical	a	d001.s000.t000
scientist	n	d001.s000.t001
be	v	x
start	v	d001.s000.t002
to	x	x
uncover	v	x
a	x	x
handful	n	d001.s000.t003
of	x	x
gene	n	d001.s000.t004
which	x	x
,	x	x
if	x	x
damage	v	d001.s000.t005
,	x	x
unleash	v	d001.s000.t006
the	x	x
chaotic	a	d001.s000.t007
growth	n	d001.s000.t008
of	x	x
cell	n	d001.s000.t009
that	x	x
characterize	v	d001.s000.t010
cancer	n	d001.s000.t011
.	x	x
<eos>	x	x
scientist	n	d001.s001.t000
say	v	d001.s001.t001
the	x	x
discovery	n	d001.s001.t002
of	x	x
these	x	x
gene	n	d001.s001.t003
in	x	x
recent	a	d001.s001.t004
month	n	d001.s001.t005
be	v	x
paint_a_picture	v	d001.s001.t006
a	x	x
new	a	d001.s001.t007
and	x	x
startling	a	d001.s001.t008
picture	n	x
of	x	x
how	r	x
cancer	n	d001.s001.t009
develop	v	d001.s001.t010
.	x	x
<eos>	x	x
a	x	x
emerge	v	d001.s002.t000
understanding	n	d001.s002.t001
of	x	x
the	x	x
gene	n	d001.s002.t002
be	v	x
expect	v	d001.s002.t003
to	x	x
produce	v	d001.s002.t004
a	x	x
array	n	d001.s002.t005
of	x	x
new	a	d001.s002.t006
strategy	n	d001.s002.t007
for	x	x
future	a	d001.s002.t008
cancer	n	d001.s002.t009
treatment	n	d001.s002.t010
and	x	x
prevention	n	d001.s002.t011
.	x	x
<eos>	x	x
that	x	x
be	v	x
for	x	x
the	x	x
future	n	d001.s003.t000
.	x	x
<eos>	x	x
already	r	d001.s004.t000
,	x	x
scientist	n	d001.s004.t001
be	v	x
develop	v	d001.s004.t002
test	n	d001.s004.t003
base	v	d001.s004.t004
on	x	x
the	x	x
newly	r	d001.s004.t005
identify	v	d001.s004.t006
gene	n	d001.s004.t007
that	x	x
,	x	x
for	x	x
the	x	x
first	a	d001.s004.t008
time	n	d001.s004.t009
,	x	x
can	v	x
predict	v	d001.s004.t010
whether	x	x
a	x	x
otherwise	r	d001.s004.t011
healthy	a	d001.s004.t012
individual	n	d001.s004.t013
be	v	x
likely	a	d001.s004.t014
to	x	x
get	v	d001.s004.t015
cancer	n	d001.s004.t016
.	x	x
<eos>	x	x
``	x	x
it	x	x
'	v	x
a	x	x
super-exciting	a	x
set	n	d001.s005.t000
of	x	x
discovery	n	d001.s005.t001
,	x	x
``	x	x
say	v	d001.s005.t002
bert	n	x
vogelstein	n	x
,	x	x
a	x	x
john	n	x
hopkin	n	x
university	n	x
researcher	n	d001.s005.t003
who	x	x
have	v	x
just	r	d001.s005.t004
find	v	d001.s005.t005
a	x	x
gene	n	d001.s005.t006
pivotal	a	d001.s005.t007
to	x	x
the	x	x
trigger	v	d001.s005.t008
of	x	x
colon	n	d001.s005.t009
cancer	n	d001.s005.t010
.	x	x
<eos>	x	x
``	x	x
only	r	d001.s006.t000
a	x	x
decade	n	d001.s006.t001
ago	r	d001.s006.t002
cancer	n	d001.s006.t003
be	v	x
a	x	x
black	a	x
box	n	x
about	x	x
which	x	x
we	x	x
know	v	d001.s006.t004
nothing	n	d001.s006.t005
at	x	x
the	x	x
molecular	a	d001.s006.t006
level	n	d001.s006.t007
.	x	x
<eos>	x	x
today	n	d001.s007.t000
,	x	x
we	x	x
know	v	d001.s007.t001
that	x	x
the	x	x
accumulation	n	d001.s007.t002
of	x	x
several	a	x
of	x	x
these	x	x
alter	v	d001.s007.t003
gene	n	d001.s007.t004
can	v	x
initiate	v	d001.s007.t005
a	x	x
cancer	n	d001.s007.t006
and	x	x
,	x	x
then	r	d001.s007.t007
,	x	x
propel	v	d001.s007.t008
it	x	x
into	x	x
a	x	x
deadly	a	d001.s007.t009
state	n	d001.s007.t010
.	x	x
``	x	x
<eos>	x	x
scientist	n	d001.s008.t000
call	v	d001.s008.t001
the	x	x
new	a	d001.s008.t002
class	n	d001.s008.t003
of	x	x
gene	n	d001.s008.t004
tumor-suppressor	n	x
,	x	x
or	x	x
simply	r	d001.s008.t005
anticancer	a	d001.s008.t006
gene	n	d001.s008.t007
.	x	x
<eos>	x	x
when	r	x
function	v	d001.s009.t000
normally	r	d001.s009.t001
,	x	x
they	x	x
make	v	d001.s009.t002
protein	n	d001.s009.t003
that	x	x
hold	v	d001.s009.t004
a	x	x
cell	n	d001.s009.t005
's	x	x
growth	n	d001.s009.t006
in	x	x
check	n	x
.	x	x
<eos>	x	x
but	x	x
if	x	x
the	x	x
gene	n	d001.s010.t000
be	v	x
damage	v	d001.s010.t001
--	x	x
perhaps	r	d001.s010.t002
by	x	x
radiation	n	d001.s010.t003
,	x	x
a	x	x
chemical	n	d001.s010.t004
or	x	x
through	x	x
a	x	x
chance	a	d001.s010.t005
accident	n	d001.s010.t006
in	x	x
cell	n	d001.s010.t007
division	n	d001.s010.t008
--	x	x
they	x	x
growth-suppressing	a	x
protein	n	d001.s010.t009
no	r	x
longer	r	d001.s010.t010
work	v	d001.s010.t011
,	x	x
and	x	x
cell	n	d001.s010.t012
normally	r	d001.s010.t013
under	x	x
control	n	x
turn	v	d001.s010.t014
malignant	a	d001.s010.t015
.	x	x
<eos>	x	x
the	x	x
newly	r	d001.s011.t000
identify	v	d001.s011.t001
gene	n	d001.s011.t002
differ	v	d001.s011.t003
from	x	x
a	x	x
family	n	d001.s011.t004
of	x	x
gene	n	d001.s011.t005
discover	v	d001.s011.t006
in	x	x
the	x	x
early	a	d001.s011.t007
1980	x	x
call	v	d001.s011.t008
oncogene	n	d001.s011.t009
.	x	x
<eos>	x	x
oncogene	n	d001.s012.t000
must	v	x
be	v	x
present	a	d001.s012.t001
for	x	x
a	x	x
cell	n	d001.s012.t002
to	x	x
become	v	d001.s012.t003
malignant	a	d001.s012.t004
,	x	x
but	x	x
researcher	n	d001.s012.t005
have	v	x
find	v	d001.s012.t006
they	x	x
in	x	x
normal	a	d001.s012.t007
as	r	x
well	r	x
as	x	x
in	x	x
cancerous	a	d001.s012.t008
cell	n	d001.s012.t009
,	x	x
suggest	v	d001.s012.t010
that	x	x
oncogene	n	d001.s012.t011
do	v	x
n't	r	x
cause	v	d001.s012.t012
cancer	n	d001.s012.t013
by	x	x
themselves	x	x
.	x	x
<eos>	x	x
in	x	x
recent	a	d001.s013.t000
month	n	d001.s013.t001
,	x	x
researcher	n	d001.s013.t002
have	v	x
come	v	d001.s013.t003
to	x	x
believe	v	d001.s013.t004
the	x	x
two	x	x
type	n	d001.s013.t005
of	x	x
cancer	n	d001.s013.t006
gene	n	d001.s013.t007
work	v	d001.s013.t008
in_concert	r	d001.s013.t009
:	x	x
a	x	x
oncogene	n	d001.s013.t010
may	v	x
turn	v	d001.s013.t011
proliferate	v	d001.s013.t012
cell	n	d001.s013.t013
malignant	a	d001.s013.t014
only	r	d001.s013.t015
after	x	x
the	x	x
tumor-suppressor	a	x
gene	n	d001.s013.t016
have	v	x
be	v	x
damage	v	d001.s013.t017
.	x	x
<eos>	x	x
like	x	x
all	x	x
gene	n	d001.s014.t000
,	x	x
tumor-suppressor	a	x
gene	n	d001.s014.t001
be	v	x
inherit	v	d001.s014.t002
in	x	x
two	x	x
copy	n	d001.s014.t003
,	x	x
one	x	x
from	x	x
each	x	x
parent	n	d001.s014.t004
.	x	x
<eos>	x	x
either	x	x
copy	n	d001.s015.t000
can	v	x
make	v	d001.s015.t001
the	x	x
protein	n	d001.s015.t002
need	v	d001.s015.t003
to	x	x
control	v	d001.s015.t004
cell	n	d001.s015.t005
growth	n	d001.s015.t006
,	x	x
so	r	x
for	x	x
cancer	n	d001.s015.t007
to	x	x
arise	v	d001.s015.t008
,	x	x
both	x	x
copy	n	d001.s015.t009
must	v	x
be	v	x
impaired	a	d001.s015.t010
.	x	x
<eos>	x	x
a	x	x
person	n	d001.s016.t000
who	x	x
be	v	x
bear	v	d001.s016.t001
with	x	x
one	x	x
defective	a	d001.s016.t002
copy	n	d001.s016.t003
of	x	x
a	x	x
suppressor_gene	n	d001.s016.t004
,	x	x
or	x	x
in	x	x
whom	x	x
one	x	x
copy	n	d001.s016.t005
be	v	x
damage	v	d001.s016.t006
early	r	d001.s016.t007
in	x	x
life	n	d001.s016.t008
,	x	x
be	v	x
especially	r	d001.s016.t009
prone	a	x
to	x	x
cancer	n	d001.s016.t010
because	x	x
he	x	x
need	v	d001.s016.t011
only	r	d001.s016.t012
lose	v	d001.s016.t013
the	x	x
other	a	d001.s016.t014
copy	n	d001.s016.t015
for	x	x
a	x	x
cancer	n	d001.s016.t016
to	x	x
develop	v	d001.s016.t017
.	x	x
<eos>	x	x
emerging	a	d001.s017.t000
genetic	a	d001.s017.t001
test	n	d001.s017.t002
will	v	x
be	v	x
able	a	d001.s017.t003
to	x	x
spot	v	d001.s017.t004
such	a	d001.s017.t005
cancer-susceptible	a	x
individual	n	d001.s017.t006
,	x	x
usher_in	v	d001.s017.t007
what	x	x
some	x	x
scientist	n	d001.s017.t008
believe	v	d001.s017.t009
be	v	x
a	x	x
new	a	d001.s017.t010
age	n	d001.s017.t011
of	x	x
predictive	a	d001.s017.t012
cancer	n	d001.s017.t013
diagnosis	n	d001.s017.t014
.	x	x
<eos>	x	x
bill	n	x
and	x	x
bonnie	n	x
quinlan	n	x
be	v	x
among	x	x
the	x	x
first	a	d001.s018.t000
beneficiary	n	d001.s018.t001
of	x	x
the	x	x
new	a	d001.s018.t002
finding	n	d001.s018.t003
.	x	x
<eos>	x	x
the	x	x
dedham	n	x
,	x	x
mas.	n	x
,	x	x
couple	n	d001.s019.t000
know	v	d001.s019.t001
even	r	d001.s019.t002
before	r	d001.s019.t003
bonnie	n	x
become	v	d001.s019.t004
pregnant	a	d001.s019.t005
in	x	x
1987	x	x
that	x	x
any	x	x
child	n	d001.s019.t006
of	x	x
theirs	x	x
have	v	x
a	x	x
50	x	x
%	x	x
chance	n	d001.s019.t007
of	x	x
be	v	x
at	x	x
risk	n	d001.s019.t008
for	x	x
retinoblastoma	n	d001.s019.t009
,	x	x
a	x	x
eye	n	d001.s019.t010
cancer	n	d001.s019.t011
that	x	x
occur	v	d001.s019.t012
about	r	d001.s019.t013
once	r	d001.s019.t014
every	x	x
20,000	x	x
birth	n	d001.s019.t015
.	x	x
<eos>	x	x
mr.	n	x
quinlan	n	x
,	x	x
30	x	x
year	n	x
old	a	x
,	x	x
know	v	d001.s020.t000
he	x	x
carry	v	d001.s020.t001
a	x	x
damaged	a	d001.s020.t002
gene	n	d001.s020.t003
,	x	x
have	v	x
lose	v	d001.s020.t004
a	x	x
eye	n	d001.s020.t005
to	x	x
the	x	x
rare	a	d001.s020.t006
tumor	n	d001.s020.t007
when	r	x
he	x	x
be	v	x
only	r	d001.s020.t008
two	x	x
month	n	x
old	a	x
--	x	x
after	x	x
he	x	x
mother	n	d001.s020.t009
have	v	x
suffer	v	d001.s020.t010
the	x	x
same	a	d001.s020.t011
fate	n	d001.s020.t012
when	r	x
she	x	x
be	v	x
a	x	x
baby	n	d001.s020.t013
.	x	x
<eos>	x	x
because	x	x
of	x	x
the	x	x
isolation	n	d001.s021.t000
of	x	x
the	x	x
retinoblastoma	n	d001.s021.t001
tumor-suppressor	a	x
gene	n	d001.s021.t002
,	x	x
it	x	x
become	v	d001.s021.t003
possible	a	d001.s021.t004
last	a	d001.s021.t005
january	n	d001.s021.t006
to	x	x
find_out	v	d001.s021.t007
what	x	x
threat	n	d001.s021.t008
the	x	x
quinlan	n	x
baby	n	d001.s021.t009
face	v	d001.s021.t010
.	x	x
<eos>	x	x
a	x	x
test	n	d001.s022.t000
use	v	d001.s022.t001
new	a	d001.s022.t002
``	x	x
genetic	a	d001.s022.t003
probe	n	x
``	x	x
show	v	d001.s022.t004
that	x	x
little	a	d001.s022.t005
will	n	x
quinlan	n	x
have	v	x
not	r	x
inherit	v	d001.s022.t006
a	x	x
damaged	a	d001.s022.t007
retinoblastoma	n	d001.s022.t008
suppressor_gene	n	d001.s022.t009
and	x	x
,	x	x
therefore	r	d001.s022.t010
,	x	x
face	v	d001.s022.t011
no	x	x
more	a	d001.s022.t012
risk	n	d001.s022.t013
than	x	x
other	a	d001.s022.t014
child	n	d001.s022.t015
of	x	x
develop	v	d001.s022.t016
the	x	x
rare	a	d001.s022.t017
cancer	n	d001.s022.t018
.	x	x
<eos>	x	x
``	x	x
it	x	x
make	v	d001.s023.t000
we	x	x
new_year	n	d001.s023.t001
,	x	x
``	x	x
say	v	d001.s023.t002
mr.	n	x
quinlan	n	x
.	x	x
<eos>	x	x
this	x	x
test	n	d001.s024.t000
be	v	x
the	x	x
first	a	d001.s024.t001
to	x	x
predict	v	d001.s024.t002
reliably	r	d001.s024.t003
whether	x	x
a	x	x
individual	n	d001.s024.t004
could	v	x
expect	v	d001.s024.t005
to	x	x
develop	v	d001.s024.t006
cancer	n	d001.s024.t007
.	x	x
<eos>	x	x
equally	r	d001.s025.t000
important	a	d001.s025.t001
,	x	x
the	x	x
initial	a	d001.s025.t002
discovery	n	d001.s025.t003
of	x	x
the	x	x
gene	n	d001.s025.t004
that	x	x
control	v	d001.s025.t005
retinal	a	d001.s025.t006
cell	n	d001.s025.t007
growth	n	d001.s025.t008
,	x	x
make	v	d001.s025.t009
by	x	x
a	x	x
boston	n	x
doctor	n	d001.s025.t010
name	v	d001.s025.t011
thaddeus	n	x
dryja	n	x
,	x	x
have	v	x
open	v	d001.s025.t012
a	x	x
field	n	d001.s025.t013
of	x	x
cancer	n	d001.s025.t014
study	n	d001.s025.t015
,	x	x
which	x	x
in	x	x
recent	a	d001.s025.t016
month	n	d001.s025.t017
have	v	x
explode	v	d001.s025.t018
.	x	x
<eos>	x	x
``	x	x
it	x	x
turn_out	v	d001.s026.t000
that	x	x
study	v	d001.s026.t001
a	x	x
tragic	a	d001.s026.t002
but	x	x
uncommon	a	d001.s026.t003
tumor	n	d001.s026.t004
make	v	d001.s026.t005
possible	a	d001.s026.t006
some	x	x
fundamental	a	d001.s026.t007
insight	n	d001.s026.t008
about	x	x
the	x	x
most	r	x
basic	a	d001.s026.t009
workings	n	x
of	x	x
cancer	n	d001.s026.t010
,	x	x
``	x	x
say	v	d001.s026.t011
samuel	n	x
broder	n	x
,	x	x
director	n	d001.s026.t012
of	x	x
the	x	x
national	n	x
cancer	n	x
institute	n	x
.	x	x
<eos>	x	x
``	x	x
all	x	x
this	x	x
may	v	x
not	r	x
be	v	x
obvious	a	d001.s027.t000
to	x	x
the	x	x
public	n	d001.s027.t001
,	x	x
which	x	x
be	v	x
concerned	a	d001.s027.t002
about	x	x
advance	n	d001.s027.t003
in	x	x
treatment	n	d001.s027.t004
,	x	x
but	x	x
I	x	x
be	v	x
convince	v	x
this	x	x
basic	a	d001.s027.t005
research	n	d001.s027.t006
will	v	x
begin	v	d001.s027.t007
show	v	d001.s027.t008
result	n	d001.s027.t009
there	r	d001.s027.t010
soon	r	d001.s027.t011
.	x	x
``	x	x
<eos>	x	x
to_date	r	d001.s028.t000
,	x	x
scientist	n	d001.s028.t001
have	v	x
finger	v	x
two	x	x
of	x	x
these	x	x
cancer-suppressor	n	x
.	x	x
<eos>	x	x
dr.	n	x
dryja	n	x
make	v	d001.s029.t000
he	x	x
retinoblastoma	n	d001.s029.t001
discovery	n	d001.s029.t002
in	x	x
1986	x	x
.	x	x
<eos>	x	x
then	r	d001.s030.t000
last	a	d001.s030.t001
spring	n	d001.s030.t002
,	x	x
researcher	n	d001.s030.t003
report	v	d001.s030.t004
find	v	d001.s030.t005
a	x	x
gene	n	d001.s030.t006
call	v	d001.s030.t007
p53	n	x
which	x	x
,	x	x
if	x	x
impair	v	d001.s030.t008
,	x	x
turn	v	d001.s030.t009
healthy	a	d001.s030.t010
colon	n	d001.s030.t011
cell	n	d001.s030.t012
cancerous	a	d001.s030.t013
.	x	x
<eos>	x	x
soon	r	d001.s031.t000
after	x	x
that	x	x
report	n	d001.s031.t001
,	x	x
two	x	x
other	a	d001.s031.t002
research	n	d001.s031.t003
team	n	d001.s031.t004
uncover	v	x
evidence	n	d001.s031.t005
that	x	x
the	x	x
same	a	d001.s031.t006
damaged	a	d001.s031.t007
p53	n	x
gene	n	d001.s031.t008
be	v	x
present	a	d001.s031.t009
in	x	x
tissue	n	d001.s031.t010
from	x	x
lung	n	d001.s031.t011
and	x	x
breast	n	d001.s031.t012
cancer	n	d001.s031.t013
.	x	x
<eos>	x	x
colon	n	d001.s032.t000
,	x	x
lung	n	d001.s032.t001
and	x	x
breast	n	d001.s032.t002
cancer	n	d001.s032.t003
be	v	x
the	x	x
most	r	d001.s032.t004
common	a	d001.s032.t005
and	x	x
lethal	a	d001.s032.t006
form	n	d001.s032.t007
of	x	x
the	x	x
disease	n	d001.s032.t008
,	x	x
collectively	r	d001.s032.t009
kill	v	d001.s032.t010
almost	r	d001.s032.t011
200,000	x	x
american	n	d001.s032.t012
a	x	x
year	n	d001.s032.t013
.	x	x
<eos>	x	x
right	r	d001.s033.t000
now	r	d001.s033.t001
about	r	d001.s033.t002
a	x	x
dozen	n	d001.s033.t003
laboratory	n	d001.s033.t004
,	x	x
in	x	x
the	x	x
u.s.	n	d001.s033.t005
,	x	x
canada	n	d001.s033.t006
and	x	x
britain	n	d001.s033.t007
,	x	x
be	v	x
race	v	d001.s033.t008
to	x	x
unmask	v	x
other	a	d001.s033.t009
suspected	a	x
tumor-suppressing	a	x
gene	n	d001.s033.t010
.	x	x
<eos>	x	x
they	x	x
have	v	x
about	r	d001.s034.t000
seven	x	x
candidate	n	x
.	x	x
<eos>	x	x
researcher	n	d001.s035.t000
say	v	d001.s035.t001
the	x	x
inactivation	n	x
of	x	x
tumor-suppressor	a	x
gene	n	d001.s035.t002
,	x	x
alone	r	d001.s035.t003
or	x	x
in	x	x
combination	n	d001.s035.t004
,	x	x
appear	v	d001.s035.t005
crucial	a	d001.s035.t006
to	x	x
the	x	x
development	n	d001.s035.t007
of	x	x
such	a	d001.s035.t008
scourge	n	d001.s035.t009
as	x	x
cancer	n	d001.s035.t010
of	x	x
the	x	x
brain	n	d001.s035.t011
,	x	x
the	x	x
skin	n	d001.s035.t012
,	x	x
kidney	n	d001.s035.t013
,	x	x
prostate	n	d001.s035.t014
,	x	x
and	x	x
cervix	n	d001.s035.t015
.	x	x
<eos>	x	x
there	x	x
be	v	x
evidence	n	d001.s036.t000
that	x	x
if	x	x
people	n	d001.s036.t001
inherit	v	d001.s036.t002
defective	a	d001.s036.t003
version	n	d001.s036.t004
of	x	x
these	x	x
gene	n	d001.s036.t005
,	x	x
they	x	x
be	v	x
especially	r	d001.s036.t006
prone	a	x
to	x	x
cancer	n	d001.s036.t007
,	x	x
perhaps	r	d001.s036.t008
explain	v	d001.s036.t009
,	x	x
finally	r	d001.s036.t010
,	x	x
why	r	x
some	x	x
cancer	n	d001.s036.t011
seem	v	d001.s036.t012
to	x	x
haunt	v	d001.s036.t013
certain	a	d001.s036.t014
family	n	d001.s036.t015
.	x	x
<eos>	x	x
the	x	x
story	n	d001.s037.t000
of	x	x
tumor-suppressor	a	x
gene	n	d001.s037.t001
go_back	v	d001.s037.t002
to	x	x
the	x	x
1970s	n	d001.s037.t003
,	x	x
when	r	x
a	x	x
pediatrician	n	d001.s037.t004
name	v	d001.s037.t005
alfred	n	x
g.	n	x
knudson	n	x
jr.	n	x
propose	v	d001.s037.t006
that	x	x
retinoblastoma	n	d001.s037.t007
stem	v	d001.s037.t008
from	x	x
two	x	x
separate	a	d001.s037.t009
genetic	a	d001.s037.t010
defect	n	d001.s037.t011
.	x	x
<eos>	x	x
he	x	x
theorize	v	d001.s038.t000
that	x	x
in	x	x
the	x	x
eye	n	d001.s038.t001
cancer	n	d001.s038.t002
,	x	x
a	x	x
infant	n	d001.s038.t003
inherit	v	d001.s038.t004
a	x	x
damaged	a	d001.s038.t005
copy	n	d001.s038.t006
of	x	x
a	x	x
gene	n	d001.s038.t007
from	x	x
one	x	x
parent	n	d001.s038.t008
and	x	x
a	x	x
normal	a	d001.s038.t009
copy	n	d001.s038.t010
from	x	x
the	x	x
other	a	x
.	x	x
<eos>	x	x
the	x	x
tumor	n	d001.s039.t000
,	x	x
he	x	x
suggest	v	d001.s039.t001
,	x	x
develop	v	d001.s039.t002
when	r	x
the	x	x
second	a	d001.s039.t003
,	x	x
normal	a	d001.s039.t004
copy	n	d001.s039.t005
also	r	d001.s039.t006
be	v	x
damage	v	d001.s039.t007
.	x	x
<eos>	x	x
but	x	x
there	x	x
be	v	x
no	x	x
way	n	d001.s040.t000
to	x	x
prove	v	d001.s040.t001
dr.	n	x
knudson	n	x
's	x	x
``	x	x
two-hit	a	x
``	x	x
theory	n	d001.s040.t002
.	x	x
<eos>	x	x
back	r	d001.s041.t000
then	r	d001.s041.t001
,	x	x
scientist	n	d001.s041.t002
have	v	x
no	x	x
way	n	d001.s041.t003
of	x	x
ferret_out	v	d001.s041.t004
specific	a	d001.s041.t005
gene	n	d001.s041.t006
,	x	x
but	x	x
under	x	x
a	x	x
microscope	n	d001.s041.t007
they	x	x
could	v	x
see	v	d001.s041.t008
the	x	x
23	x	x
pair	n	d001.s041.t009
of	x	x
chromosome	n	d001.s041.t010
in	x	x
the	x	x
cell	n	d001.s041.t011
that	x	x
contain	v	d001.s041.t012
the	x	x
gene	n	d001.s041.t013
.	x	x
<eos>	x	x
occasionally	r	d001.s042.t000
,	x	x
gross	a	d001.s042.t001
chromosome	n	d001.s042.t002
damage	n	d001.s042.t003
be	v	x
visible	a	d001.s042.t004
.	x	x
<eos>	x	x
dr.	n	x
knudson	n	x
find	v	d001.s043.t000
that	x	x
some	x	x
child	n	d001.s043.t001
with	x	x
the	x	x
eye	n	d001.s043.t002
cancer	n	d001.s043.t003
have	v	x
inherit	v	d001.s043.t004
a	x	x
damaged	a	d001.s043.t005
copy	n	d001.s043.t006
of	x	x
chromosome	n	d001.s043.t007
no.	n	d001.s043.t008
13	x	x
from	x	x
a	x	x
parent	n	d001.s043.t009
who	x	x
have	v	x
have	v	x
the	x	x
disease	n	d001.s043.t010
.	x	x
<eos>	x	x
under	x	x
a	x	x
microscope	n	d001.s044.t000
he	x	x
could	v	x
actually	r	d001.s044.t001
see	v	d001.s044.t002
that	x	x
a	x	x
bit	n	d001.s044.t003
of	x	x
chromosome	n	d001.s044.t004
13	x	x
be	v	x
miss	v	d001.s044.t005
.	x	x
<eos>	x	x
he	x	x
assume	v	d001.s045.t000
the	x	x
miss	v	d001.s045.t001
piece	n	d001.s045.t002
contain	v	d001.s045.t003
a	x	x
gene	n	d001.s045.t004
or	x	x
gene	n	d001.s045.t005
whose	x	x
loss	n	d001.s045.t006
have	v	x
a	x	x
critical	a	d001.s045.t007
role	n	d001.s045.t008
in	x	x
set_off	v	d001.s045.t009
the	x	x
cancer	n	d001.s045.t010
.	x	x
<eos>	x	x
but	x	x
he	x	x
do	v	x
not	r	x
know	v	d001.s046.t000
which	x	x
gene	n	d001.s046.t001
or	x	x
gene	n	d001.s046.t002
have	v	x
disappear	v	x
.	x	x
<eos>	x	x
then	r	d001.s047.t000
,	x	x
a	x	x
scientific	a	d001.s047.t001
team	n	d001.s047.t002
lead	v	d001.s047.t003
by	x	x
molecular	a	d001.s047.t004
geneticist	n	d001.s047.t005
webster	n	x
cavenee	n	x
,	x	x
then	r	d001.s047.t006
at	x	x
the	x	x
university	n	x
of	x	x
utah	n	x
,	x	x
find	v	d001.s047.t007
the	x	x
answer	n	d001.s047.t008
.	x	x
<eos>	x	x
the	x	x
team	n	d001.s048.t000
use	v	d001.s048.t001
a	x	x
battery	n	d001.s048.t002
of	x	x
the	x	x
newly	r	d001.s048.t003
develop	v	d001.s048.t004
``	x	x
gene	n	d001.s048.t005
probe	n	x
,	x	x
``	x	x
snippet	n	d001.s048.t006
of	x	x
genetic	a	d001.s048.t007
material	n	d001.s048.t008
that	x	x
can	v	x
track	v	d001.s048.t009
a	x	x
gene	n	d001.s048.t010
's	x	x
presence	n	d001.s048.t011
in	x	x
a	x	x
cell	n	d001.s048.t012
.	x	x
<eos>	x	x
by	x	x
